author_name,developer_type,is_se_engineer,is_ml_engineer,is_hybrid_engineer,total_commits,projects_contributed,total_files_touched,owned_files,bugs_introduced,bugs_fixed,bug_introducing_ratio,deadcode_items_attribute,deadcode_items_class,deadcode_items_function,deadcode_items_other,deadcode_items_property,deadcode_items_total,deadcode_items_variable,design_smell_broken_hierarchy,design_smell_broken_modularization,design_smell_deep_hierarchy,design_smell_deficient_encapsulation,design_smell_feature_envy,design_smell_hub_like_modularization,design_smell_insufficient_modularization,design_smell_multifaceted_abstraction,design_smell_rebellious_hierarchy,design_smell_wide_hierarchy,fix_commit,impl_smell_complex_conditional,impl_smell_complex_method,impl_smell_empty_catch_clause,impl_smell_long_identifier,impl_smell_long_lambda_function,impl_smell_long_message_chain,impl_smell_long_method,impl_smell_long_parameter_list,impl_smell_long_statement,impl_smell_magic_number,impl_smell_missing_default,mlsmell_broadcasting_feature_not_used,mlsmell_chain_indexing,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_dataframe_conversion_api_misused,mlsmell_deterministic_algorithm_option_not_used,mlsmell_empty_column_misinitialization,mlsmell_gradients_not_cleared,mlsmell_hyperparameters_not_explicitly_set,mlsmell_in_place_apis_misused,mlsmell_matrix_multiplication_api_misused,mlsmell_memory_not_freed,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_nan_equivalence_comparison_misused,mlsmell_pytorch_call_method_misused,mlsmell_tensor_array_not_used,mlsmell_unnecessary_iteration,szz_introducing_commits_count,vuln_bandit_issues_high,vuln_bandit_issues_low,vuln_bandit_issues_medium,vuln_bandit_issues_total,vuln_bandit_test_ids
jayzalani,SE-engineer,1,0,0,4,['JdeRobot DetectionSuite'],2.0,[],0,0,0.0,16,4,0,26,0,102,56,0,4,0,2,29,0,0,16,0,0,0,8,60,0,40,4,0,32,41,652,295,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
jessiffmm,Hybrid-engineer,0,0,1,2,['JdeRobot DetectionSuite'],1.0,[],0,0,0.0,10,4,6,12,0,50,18,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,4,4,72,210,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
jmacekx,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],,[],0,0,0.0,7,20,28,60,6,178,57,4,18,0,29,0,0,4,50,2,0,0,2,41,0,160,2,10,17,25,644,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmplaza,SE-engineer,1,0,0,1,['JdeRobot DetectionSuite'],,[],0,0,0.0,5,2,3,6,0,25,9,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,36,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
jriege,SE-engineer,1,0,0,14,['JustGlowing minisom'],1.0,[],2,2,0.14285714285714285,0,14,43,461,0,526,8,0,0,0,42,42,0,42,0,0,0,2,14,28,0,29,0,0,0,14,246,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
jrozansk,SE-engineer,1,0,0,1,['IntelAI inference model manager'],,[],0,0,0.0,2,0,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jszczepa,SE-engineer,1,0,0,4,['IntelAI OpenVINO model server'],12.0,[],1,1,0.25,38,16,95,53,0,331,129,16,60,0,132,0,0,12,112,8,0,1,4,138,0,600,2,40,58,86,1690,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jtheiner,ML-engineer,0,1,0,16,['TIBHannover GeoEstimation'],23.0,"['TIBHannover GeoEstimation::classification/__init__.py', 'TIBHannover GeoEstimation::classification/dataset.py', 'TIBHannover GeoEstimation::classification/inference.py', 'TIBHannover GeoEstimation::classification/s2_utils.py', 'TIBHannover GeoEstimation::classification/test.py', 'TIBHannover GeoEstimation::classification/train_base.py', 'TIBHannover GeoEstimation::classification/utils_global.py', 'TIBHannover GeoEstimation::cnn_architectures/__init__.py', 'TIBHannover GeoEstimation::cnn_architectures/cnn_model.py', 'TIBHannover GeoEstimation::cnn_architectures/resnet_utils.py', 'TIBHannover GeoEstimation::cnn_architectures/vgg.py', 'TIBHannover GeoEstimation::create_cells.py', 'TIBHannover GeoEstimation::download_images.py', 'TIBHannover GeoEstimation::draw_class_activation_maps.py', 'TIBHannover GeoEstimation::filter_by_downloaded_images.py', 'TIBHannover GeoEstimation::partitioning/assign_classes.py', 'TIBHannover GeoEstimation::partitioning/create_cells.py', 'TIBHannover GeoEstimation::utils.py']",2,2,0.125,30,0,0,99,0,209,80,0,0,0,20,10,0,0,10,0,0,2,0,30,0,20,0,0,0,30,399,314,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
junyanz,Hybrid-engineer,0,0,1,52,['phillipi pix2pix'],4.0,['phillipi pix2pix::scripts/batch_hed.py'],2,2,0.038461538461538464,0,0,16,128,0,174,30,0,0,0,0,16,0,0,0,0,0,2,0,16,0,0,0,0,0,0,308,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
justglowing,SE-engineer,1,0,0,128,['JustGlowing minisom'],5.0,"['JustGlowing minisom::examples/example_color.py', 'JustGlowing minisom::examples/example_digits.py', 'JustGlowing minisom::examples/example_iris.py', 'JustGlowing minisom::minisom.py']",16,9,0.125,0,134,237,2501,0,2921,49,0,0,0,336,252,0,77,51,0,0,9,128,102,0,115,0,0,0,128,1286,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
justinbuzzni,ML-engineer,0,1,0,1,['kimhc6028 relational networks'],,[],0,0,0.0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin ssy,ML-engineer,0,1,0,20,['kevin ssy Optical Flow Guided Feature'],46.0,"['kevin ssy Optical Flow Guided Feature::lib/caffe-action/action_python/VideoSpatialPrediction.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/action_python/VideoTemporalPrediction.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/action_python/demo.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/examples/finetune_flickr_style/assemble_data.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/examples/pycaffe/caffenet.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/examples/pycaffe/layers/pyloss.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/examples/web_demo/app.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/examples/web_demo/exifutil.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/bn_convert_style.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/__init__.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/classifier.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/detector.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/draw.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/io.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/net_spec.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/pycaffe.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/test/test_net.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/test/test_net_spec.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/test/test_python_layer.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/caffe/test/test_solver.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/classify.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/convert_to_fully_conv.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/detect.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/draw_net.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/gen_bn_inference.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/python/polyak_average.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/scripts/copy_notebook.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/scripts/cpp_lint.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/scripts/download_model_binary.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/src/caffe/test/test_data/generate_sample_data.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/tools/extra/extract_seconds.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/tools/extra/parse_log.py', 'kevin ssy Optical Flow Guided Feature::lib/caffe-action/tools/extra/resize_and_crop_images.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/__init__.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/action_caffe.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/action_parrots.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/benchmark_db.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/utils/__init__.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/utils/io.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/utils/metrics.py', 'kevin ssy Optical Flow Guided Feature::pyActionRecog/utils/video_funcs.py', 'kevin ssy Optical Flow Guided Feature::tools/build_file_list.py', 'kevin ssy Optical Flow Guided Feature::tools/build_of.py', 'kevin ssy Optical Flow Guided Feature::tools/ensemble_test.py', 'kevin ssy Optical Flow Guided Feature::tools/parse_meta_data.py', 'kevin ssy Optical Flow Guided Feature::tools/test.py']",0,0,0.0,144,54,324,72,0,846,252,0,0,0,90,54,0,18,90,0,0,0,252,612,0,180,0,0,144,234,4230,4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimx5230,SE-engineer,1,0,0,5,['NCBI Hackathons Semantic search log analysis pipeline'],1.0,[],0,0,0.0,39,8,0,48,0,299,204,0,0,0,5,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,903,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kk7nc,SE-engineer,1,0,0,34,['kk7nc HDLTex'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lazysperm,SE-engineer,1,0,0,1,['JustGlowing minisom'],,[],1,1,1.0,0,1,3,30,0,34,0,0,0,0,3,2,0,3,0,0,0,1,1,2,0,2,0,0,0,1,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lbugnon,SE-engineer,1,0,0,6,['JustGlowing minisom'],2.0,['JustGlowing minisom::tests/test_distance_map_average.py'],0,0,0.0,0,6,18,192,0,219,3,0,0,0,18,15,0,18,0,0,0,0,6,12,0,12,0,0,0,6,102,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lgiommi,SE-engineer,1,0,0,70,['vkuznet MLaaS4HEP'],6.0,"['vkuznet MLaaS4HEP::src/python/MLaaS4HEP/ex_keras.py', 'vkuznet MLaaS4HEP::src/python/MLaaS4HEP/generator.py', 'vkuznet MLaaS4HEP::src/python/MLaaS4HEP/keras_model.py', 'vkuznet MLaaS4HEP::src/python/MLaaS4HEP/models.py', 'vkuznet MLaaS4HEP::src/python/MLaaS4HEP/reader.py']",17,8,0.24285714285714285,0,44,211,580,0,1340,505,0,0,0,140,210,0,184,140,0,70,8,70,1311,0,0,0,0,302,908,3445,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
lidian,SE-engineer,1,0,0,1,['tech srl code2vec'],1.0,[],0,0,0.0,6,0,0,27,5,40,2,0,1,0,3,0,0,2,3,2,0,0,1,7,0,42,2,0,1,3,151,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linbo0518,ML-engineer,0,1,0,183,"['linbo0518 BLSeg', 'linbo0518 CVBenchmarks']",67.0,"['linbo0518 BLSeg::/__init__.py', 'linbo0518 BLSeg::/backbone.py', 'linbo0518 BLSeg::/deeplabv3plus.py', 'linbo0518 BLSeg::/utils.py', 'linbo0518 BLSeg::blseg/__init__.py', 'linbo0518 BLSeg::blseg/backbone/__init__.py', 'linbo0518 BLSeg::blseg/backbone/base.py', 'linbo0518 BLSeg::blseg/backbone/mobilenet.py', 'linbo0518 BLSeg::blseg/backbone/resnet.py', 'linbo0518 BLSeg::blseg/backbone/utils.py', 'linbo0518 BLSeg::blseg/backbone/vgg.py', 'linbo0518 BLSeg::blseg/backbone/xception.py', 'linbo0518 BLSeg::blseg/loss.py', 'linbo0518 BLSeg::blseg/loss/__init__.py', 'linbo0518 BLSeg::blseg/loss/loss.py', 'linbo0518 BLSeg::blseg/metric.py', 'linbo0518 BLSeg::blseg/metric/__init__.py', 'linbo0518 BLSeg::blseg/metric/metric.py', 'linbo0518 BLSeg::blseg/model/__init__.py', 'linbo0518 BLSeg::blseg/model/base.py', 'linbo0518 BLSeg::blseg/model/deeplab.py', 'linbo0518 BLSeg::blseg/model/deeplab/__init__.py', 'linbo0518 BLSeg::blseg/model/deeplab/aspp.py', 'linbo0518 BLSeg::blseg/model/deeplab/deeplabv3plus.py', 'linbo0518 BLSeg::blseg/model/deeplabv3plus/__init__.py', 'linbo0518 BLSeg::blseg/model/deeplabv3plus/aspp.py', 'linbo0518 BLSeg::blseg/model/deeplabv3plus/deeplabv3plus.py', 'linbo0518 BLSeg::blseg/model/fcn.py', 'linbo0518 BLSeg::blseg/model/fcn/__init__.py', 'linbo0518 BLSeg::blseg/model/fcn/fcn.py', 'linbo0518 BLSeg::blseg/model/gcn.py', 'linbo0518 BLSeg::blseg/model/gcn/__init__.py', 'linbo0518 BLSeg::blseg/model/gcn/gcn.py', 'linbo0518 BLSeg::blseg/model/gcn/utils.py', 'linbo0518 BLSeg::blseg/model/pspnet.py', 'linbo0518 BLSeg::blseg/model/pspnet/__init__.py', 'linbo0518 BLSeg::blseg/model/pspnet/ppm.py', 'linbo0518 BLSeg::blseg/model/pspnet/pspnet.py', 'linbo0518 BLSeg::blseg/model/unet.py', 'linbo0518 BLSeg::blseg/model/unet/__init__.py', 'linbo0518 BLSeg::blseg/model/unet/unet.py', 'linbo0518 BLSeg::blseg/model/unet/utils.py', 'linbo0518 BLSeg::blseg/model/utils.py', 'linbo0518 BLSeg::blseg/nn.py', 'linbo0518 BLSeg::blseg/utils/__init__.py', 'linbo0518 BLSeg::blseg/utils/utils.py', 'linbo0518 BLSeg::fcn/backbone.py', 'linbo0518 BLSeg::fcn/fcn.py', 'linbo0518 BLSeg::fcn/utils.py', 'linbo0518 BLSeg::llseg/__init__.py', 'linbo0518 BLSeg::llseg/backbone/__init__.py', 'linbo0518 BLSeg::llseg/backbone/model.py', 'linbo0518 BLSeg::llseg/backbone/utils.py', 'linbo0518 BLSeg::llseg/fcn/__init__.py', 'linbo0518 BLSeg::llseg/fcn/backbone.py', 'linbo0518 BLSeg::llseg/fcn/fcn.py', 'linbo0518 BLSeg::llseg/fcn/utils.py', 'linbo0518 BLSeg::llseg/unet/__init__.py', 'linbo0518 BLSeg::llseg/unet/backbone.py', 'linbo0518 BLSeg::llseg/unet/unet.py', 'linbo0518 BLSeg::llseg/unet/utils.py', 'linbo0518 BLSeg::setup.py', 'linbo0518 BLSeg::unet/backbone.py', 'linbo0518 BLSeg::unet/unet.py', 'linbo0518 BLSeg::unet/utils.py', 'linbo0518 CVBenchmarks::code/mx_benchmark.py', 'linbo0518 CVBenchmarks::code/tvm_benchmark.py']",10,8,0.0546448087431694,263,574,1,4453,0,5303,12,0,0,0,8,0,0,0,86,0,76,8,0,51,0,0,0,0,0,454,4508,15889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,10,0,580,0,580,B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101
liuxinhai,Hybrid-engineer,0,0,1,17,['liuxinhai Point2Sequence'],17.0,"['liuxinhai Point2Sequence::modelnet_dataset.py', 'liuxinhai Point2Sequence::modelnet_h5_dataset.py', 'liuxinhai Point2Sequence::models/point2sequence_cls.py', 'liuxinhai Point2Sequence::models/point2sequence_part_seg.py', 'liuxinhai Point2Sequence::part_seg/part_dataset.py', 'liuxinhai Point2Sequence::part_seg/part_dataset_all_normal.py', 'liuxinhai Point2Sequence::part_seg/train.py', 'liuxinhai Point2Sequence::tf_ops/3d_interpolation/tf_interpolate.py', 'liuxinhai Point2Sequence::tf_ops/3d_interpolation/tf_interpolate_op_test.py', 'liuxinhai Point2Sequence::tf_ops/3d_interpolation/visu_interpolation.py', 'liuxinhai Point2Sequence::tf_ops/grouping/tf_grouping.py', 'liuxinhai Point2Sequence::tf_ops/grouping/tf_grouping_op_test.py', 'liuxinhai Point2Sequence::tf_ops/sampling/tf_sampling.py', 'liuxinhai Point2Sequence::train.py', 'liuxinhai Point2Sequence::utils/pointnet_util.py', 'liuxinhai Point2Sequence::utils/provider.py', 'liuxinhai Point2Sequence::utils/tf_util.py']",0,0,0.0,0,0,53,17,0,101,31,0,0,0,0,0,0,0,12,0,0,0,0,4,0,6,0,0,0,33,169,197,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
lorenzoferre,SE-engineer,1,0,0,4,['JustGlowing minisom'],1.0,[],5,3,1.25,0,4,36,128,0,176,8,0,0,0,16,16,0,12,0,0,0,3,4,12,0,40,0,0,4,8,80,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
lvapeab,Hybrid-engineer,0,0,1,22,['lvapeab ABiViRNet'],21.0,"['lvapeab ABiViRNet::__init__.py', 'lvapeab ABiViRNet::abivirnet/__init__.py', 'lvapeab ABiViRNet::abivirnet/apply_model.py', 'lvapeab ABiViRNet::abivirnet/build_callbacks.py', 'lvapeab ABiViRNet::abivirnet/model_zoo.py', 'lvapeab ABiViRNet::abivirnet/training.py', 'lvapeab ABiViRNet::config.py', 'lvapeab ABiViRNet::data_engine/__init__.py', 'lvapeab ABiViRNet::data_engine/generate_descriptions_lists.py', 'lvapeab ABiViRNet::data_engine/generate_features_lists.py', 'lvapeab ABiViRNet::data_engine/generate_img_lists.py', 'lvapeab ABiViRNet::data_engine/prepare_data.py', 'lvapeab ABiViRNet::data_engine/subsample_frames_features.py', 'lvapeab ABiViRNet::main.py', 'lvapeab ABiViRNet::utils/__init__.py', 'lvapeab ABiViRNet::utils/callbacks.py', 'lvapeab ABiViRNet::utils/common.py', 'lvapeab ABiViRNet::utils/evaluation.py', 'lvapeab ABiViRNet::utils/prepare_features.py', 'lvapeab ABiViRNet::utils/read_write.py', 'lvapeab ABiViRNet::viddesc_model.py']",0,0,0.0,54,64,166,51,0,2133,1798,0,0,0,0,0,0,0,8,0,0,0,0,59,0,28,0,0,63,39,409,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lvaro,SE-engineer,1,0,0,2,['lvapeab ABiViRNet'],,[],0,0,0.0,6,6,17,6,0,111,76,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,4,5,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lvaro Peris,SE-engineer,1,0,0,4,['lvapeab ABiViRNet'],,[],0,0,0.0,0,4,8,0,0,348,336,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,24,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mader,SE-engineer,1,0,0,6,['phillipi pix2pix'],,[],0,0,0.0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mareklevv,SE-engineer,1,0,0,22,['IntelAI inference model manager'],23.0,"['IntelAI inference model manager::examples/grpc_client/images_2_numpy.py', 'IntelAI inference model manager::examples/grpc_client/load_testing/image_locust.py']",6,3,0.2727272727272727,1477,23,155,563,0,2472,254,198,183,0,39,0,0,9,325,0,22,3,0,88,0,954,0,0,0,244,2133,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
mareklew Intel,SE-engineer,1,0,0,50,['IntelAI inference model manager'],69.0,"['IntelAI inference model manager::cli-scripts/refresh_token.py', 'IntelAI inference model manager::cli-scripts/webbrowser_authenticate.py', 'IntelAI inference model manager::dex-authenticate/authenticate.py', 'IntelAI inference model manager::management/__init__.py', 'IntelAI inference model manager::management/management_api/authenticate/__init__.py', 'IntelAI inference model manager::management/management_api/authenticate/auth_controller.py', 'IntelAI inference model manager::management/management_api/authenticate/authenticate.py', 'IntelAI inference model manager::management/management_api/endpoints/__init__.py', 'IntelAI inference model manager::management/management_api/main.py', 'IntelAI inference model manager::management/management_api/models/__init__.py', 'IntelAI inference model manager::management/management_api/tenants/__init__.py', 'IntelAI inference model manager::management/management_api/upload/__init__.py', 'IntelAI inference model manager::management/management_api/utils/cert.py', 'IntelAI inference model manager::management/setup.py', 'IntelAI inference model manager::management/test/conftest.py', 'IntelAI inference model manager::management/test/test_auth/test_auth_controller.py', 'IntelAI inference model manager::management/test/test_auth/test_authenticate.py', 'IntelAI inference model manager::management/test/test_endpoints/__init__.py', 'IntelAI inference model manager::management/test/test_upload/__init__.py', 'IntelAI inference model manager::management/test/test_utils/test_parse_request.py', 'IntelAI inference model manager::scripts/model_upload_cli.py', 'IntelAI inference model manager::scripts/refresh_token.py', 'IntelAI inference model manager::scripts/webbrowser_authenticate.py', 'IntelAI inference model manager::tests/context.py', 'IntelAI inference model manager::tests/e2e_tests/config.py', 'IntelAI inference model manager::tests/e2e_tests/management_api_requests.py', 'IntelAI inference model manager::tests/e2e_tests/tf_serving_utils/endpoint_utils.py', 'IntelAI inference model manager::tests/integration/__init__.py', 'IntelAI inference model manager::tests/integration/test_ovms.py', 'IntelAI inference model manager::tests/management_api_tests/authenticate.py', 'IntelAI inference model manager::tests/management_api_tests/authenticate/test_authenticate.py', 'IntelAI inference model manager::tests/management_api_tests/context.py', 'IntelAI inference model manager::tests/management_api_tests/upload/test_multipart_upload.py', 'IntelAI inference model manager::tests/tfserving_tests/config.py', 'IntelAI inference model manager::tests/tfserving_tests/utils/classes.py', 'IntelAI inference model manager::tests/tfserving_tests/utils/load_numpy.py']",13,6,0.26,2631,17,321,836,0,4218,413,357,289,0,4,0,0,36,555,0,44,6,0,68,0,1707,0,0,4,257,3820,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
matthias,SE-engineer,1,0,0,1,['TIBHannover GeoEstimation'],,[],0,0,0.0,5,1,3,3,0,15,3,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,0,0,1,11,39,38,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayank k91,SE-engineer,1,0,0,1,['iwangjian textsum gan'],1.0,[],2,1,2.0,12,0,0,3,1,19,3,0,0,0,2,3,0,0,2,0,0,1,0,13,0,0,0,0,7,8,80,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
medecau,SE-engineer,1,0,0,2,['Tiiiger bert score'],1.0,[],0,0,0.0,0,0,0,28,0,32,4,4,0,0,8,0,0,0,4,0,0,0,0,20,0,2,0,0,6,14,128,36,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meekhumor,SE-engineer,1,0,0,1,['JdeRobot DetectionSuite'],1.0,[],0,0,0.0,4,1,0,7,0,26,14,0,1,0,0,7,0,0,2,0,0,0,2,15,0,8,1,0,8,10,157,87,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
